200  29.006 -17.8545  10.5726
210  34.151 -18.1289  13.3619
220  40.590 -18.1063  17.0290
230  48.735 -17.5623  21.6928
240  59.075 -16.2779  27.7414
250  72.157 -13.9438  35.5785
260  88.329 -10.1696  45.5153
270 107.605  -4.6365  57.6235
275 132.450  -1.0215  51.5540
280 129.544   2.7181  71.7375
290 152.874  11.7653  87.1960
300 173.867  21.4707 101.9000
