 99 628.6 2.1
100 626.6 2.1
101 624.7 2.1
102 622.7 2.1
103 620.7 2.1
104 618.8 2.1
105 616.8 2.1
106 614.8 2.1
107 612.8 2.1
108 610.8 2.1
109 608.8 2.1
110 606.8 2.2
111 604.7 2.2
112 602.7 2.2
113 600.7 2.2
114 598.7 2.1
115 596.6 2.2
116 594.6 2.2
117 592.5 2.2
118 590.5 2.2
119 588.4 2.2
120 586.3 2.2
121 584.2 2.3
122 582.2 2.3
123 580.1 2.2
124 578.0 2.2
125 575.9 2.2
126 573.8 2.2
127 571.7 2.3
128 569.6 2.3
129 567.5 2.3
130 565.4 2.3
131 563.2 2.3
132 561.1 2.3
133 558.9 2.3
134 556.8 2.3
135 554.7 2.3
136 552.5 2.3
137 550.4 2.3
138 548.2 2.3
139 546.1 2.3
140 543.9 2.4
141 541.7 2.4
142 539.5 2.4
143 537.4 2.4
144 535.1 2.4
145 533.0 2.3
146 530.8 2.3
147 528.6 2.4
148 526.4 2.4
149 524.2 2.4
150 522.0 2.4
151 519.7 2.4
152 517.5 2.4
153 515.3 2.4
154 513.1 2.5
155 510.8 2.4
156 508.6 2.4
157 506.4 2.4
158 504.1 2.4
159 501.9 2.4
160 499.6 2.4
161 497.4 2.5
162 495.1 2.5
163 492.8 2.5
164 490.6 2.5
165 488.3 2.5
166 486.0 2.5
167 483.8 2.4
168 481.5 2.4
169 479.2 2.5
170 476.9 2.5
171 474.6 2.5
172 472.3 2.5
173 470.0 2.5
174 467.7 2.5
175 465.4 2.5
176 463.1 2.6
177 460.8 2.5
178 458.5 2.5
179 456.2 2.5
180 453.9 2.5
181 451.5 2.5
182 449.2 2.5
183 446.9 2.6
184 444.6 2.6
185 442.2 2.6
186 439.9 2.6
187 437.6 2.6
188 435.2 2.6
189 432.9 2.5
190 430.5 2.5
191 428.2 2.5
192 425.8 2.6
193 423.5 2.6
194 421.1 2.6
195 418.8 2.6
196 416.4 2.6
197 414.0 2.6
198 411.7 2.6
199 409.3 2.7
200 406.9 2.6
201 404.6 2.6
202 402.2 2.6
203 399.8 2.6
204 397.5 2.6
205 395.1 2.6
206 392.7 2.6
207 390.3 2.7
208 387.9 2.7
209 385.5 2.7
210 383.2 2.7
211 380.8 2.7
212 378.3 2.7
213 376.0 2.6
214 373.6 2.6
215 371.2 2.6
216 368.8 2.6
217 366.4 2.7
218 364.0 2.7
219 361.6 2.7
220 359.2 2.7
221 356.8 2.7
222 354.4 2.7
223 352.0 2.7
224 349.5 2.7
225 347.2 2.6
226 344.8 2.6
227 342.4 2.6
228 339.9 2.7
229 337.5 2.7
230 335.1 2.7
231 332.7 2.7
232 330.3 2.7
233 327.9 2.7
234 325.5 2.7
235 323.0 2.7
236 320.6 2.7
237 318.2 2.6
238 315.8 2.7
239 313.4 2.7
240 310.9 2.7
241 308.5 2.7
242 306.1 2.7
243 303.7 2.7
244 301.2 2.7
245 298.8 2.7
246 296.4 2.8
247 294.0 2.8
248 291.5 2.7
249 289.1 2.7
250 286.7 2.7
251 284.3 2.7
252 281.9 2.7
253 279.4 2.7
254 277.0 2.7
255 274.6 2.7
256 272.1 2.7
257 269.7 2.8
258 267.3 2.8
259 264.9 2.8
260 262.4 2.7
261 260.0 2.7
262 257.6 2.7
263 255.2 2.7
264 252.7 2.7
265 250.3 2.7
266 247.9 2.7
267 245.5 2.7
268 243.0 2.8
269 240.6 2.8
270 238.2 2.8
271 235.8 2.8
272 233.3 2.7
273 230.9 2.7
274 228.5 2.7
275 226.1 2.7
276 223.7 2.7
277 221.2 2.7
278 218.8 2.8
279 216.4 2.8
280 214.0 2.8
281 211.6 2.8
282 209.2 2.8
283 206.7 2.8
284 204.3 2.7
285 201.9 2.7
286 199.5 2.7
287 197.1 2.7
288 194.7 2.7
289 192.3 2.7
290 189.8 2.7
291 187.4 2.8
292 185.0 2.8
293 182.6 2.8
294 180.2 2.8
295 177.8 2.8
296 175.4 2.7
297 173.0 2.7
298 170.6 2.7
299 168.2 2.7
300 165.8 2.7
301 163.4 2.7
302 161.0 2.7
303 158.6 2.8
304 156.2 2.8
305 153.8 2.8
306 151.4 2.8
307 149.0 2.8
308 146.6 2.7
309 144.2 2.7
310 141.8 2.7
311 139.4 2.7
312 137.1 2.7
313 134.7 2.7
314 132.3 2.7
315 129.9 2.8
316 127.5 2.8
317 125.1 2.8
318 122.8 2.8
319 120.4 2.8
320 118.0 2.8
321 115.6 2.7
322 113.3 2.7
323 110.9 2.7
324 108.5 2.7
325 106.2 2.7
326 103.8 2.7
327 101.4 2.7
328  99.1 2.7
329  96.7 2.8
330  94.4 2.8
331  92.0 2.8
332  89.6 2.8
333  87.3 2.8
334  84.9 2.7
335  82.6 2.7
336  80.2 2.7
337  77.9 2.7
338  75.5 2.7
339  73.2 2.7
340  70.9 2.7
341  68.5 2.7
342  66.2 2.7
343  63.8 2.8
344  61.5 2.8
345  59.2 2.8
346  56.8 2.8
347  54.5 2.7
348  52.2 2.7
349  49.9 2.7
350  47.5 2.7
351  45.2 2.7
