0	37.0	3.5
1	40.4	3.5
2	44.0	3.5
3	47.4	3.5
4	51.0	3.5
5	54.4	3.5
6	58.1	3.5
7	61.5	4.3
8	66.7	4.3
9	70.1	3.5
10	73.6	3.5
11	77.0	3.5
12	80.6	3.5
13	84.0	3.5
14	87.6	3.5
15	91.0	4.2
16	96.0	4.2
17	99.3	3.4
18	102.9	3.4
19	106.2	3.4
20	109.7	3.4
21	113.1	3.4
22	116.6	3.4
23	119.9	4.1
24	124.8	4.1
25	128.1	3.4
26	131.5	3.4
27	134.8	3.4
28	138.3	3.4
29	141.6	3.4
30	145.0	3.4
31	148.3	4.0
32	153.0	3.9
33	156.2	3.3
34	159.6	3.3
35	162.8	3.3
36	166.2	3.3
37	169.4	3.3
38	172.8	3.3
39	176.0	3.9
40	180.5	3.8
41	183.6	3.2
42	187.0	3.2
43	190.1	3.2
44	193.4	3.2
45	196.5	3.2
46	199.8	3.2
47	203.0	3.7
48	207.3	3.7
49	210.3	3.2
50	213.6	3.1
51	216.6	3.1
52	219.8	3.1
53	222.9	3.1
54	226.1	3.1
55	229.2	3.6
56	233.3	3.6
57	236.3	3.1
58	239.4	3.1
59	242.4	3.1
60	245.5	3.1
61	248.5	3.0
62	251.6	3.0
63	254.6	3.4
64	258.5	3.4
65	261.4	3.0
66	264.4	3.0
67	267.4	3.0
68	270.4	3.0
69	273.3	3.0
70	276.3	2.9
71	279.2	3.3
72	282.9	3.3
73	285.7	2.9
74	288.7	2.9
75	291.5	2.9
76	294.5	2.9
77	297.3	2.9
78	300.2	2.9
79	303.0	3.2
80	306.5	3.2
81	309.3	2.8
82	312.2	2.8
83	314.9	2.8
84	317.7	2.8
85	320.5	2.8
86	323.3	2.8
87	326.0	3.0
88	329.4	3.0
89	332.1	2.7
90	334.8	2.7
91	337.5	2.7
92	340.3	2.7
93	342.9	2.7
94	345.6	2.7
95	348.3	2.9
96	351.5	2.9
97	354.1	2.6
98	356.8	2.6
99	359.4	2.6
100	362.0	2.6
101	364.6	2.6
102	367.2	2.6
103	369.8	2.8
104	372.9	2.8
105	375.4	2.6
106	378.0	2.6
107	380.5	2.5
108	383.1	2.5
109	385.6	2.5
110	388.1	2.5
111	390.6	2.7
112	393.5	2.7
113	396.0	2.5
114	398.5	2.5
115	400.9	2.5
116	403.4	2.5
117	405.9	2.4
118	408.3	2.4
119	410.7	2.6
120	413.5	2.6
121	415.9	2.4
122	418.3	2.4
123	420.7	2.4
124	423.1	2.4
125	425.5	2.4
126	427.9	2.4
127	430.2	2.5
128	432.8	2.5
129	435.2	2.3
130	437.5	2.3
131	439.8	2.3
132	442.2	2.3
133	444.4	2.3
134	446.8	2.3
135	449.0	2.4
136	451.6	2.4
137	453.8	2.3
138	456.1	2.3
139	458.3	2.2
140	460.6	2.2
141	462.8	2.2
142	465.0	2.2
143	467.2	2.3
144	469.7	2.3
145	471.8	2.2
146	474.1	2.2
147	476.2	2.2
148	478.4	2.2
149	480.6	2.2
150	482.7	2.1
151	484.8	2.2
152	487.2	2.2
153	489.3	2.1
154	491.5	2.1
155	493.6	2.1
156	495.7	2.1
157	497.8	2.1
158	499.9	2.1
159	501.9	2.1
160	504.2	2.2
161	506.2	2.1
162	508.3	2.1
163	510.4	2.1
164	512.4	2.0
165	514.4	2.0
166	516.5	2.0
167	518.5	2.1
168	520.6	2.1
169	522.6	2.0
170	524.7	2.0
171	526.6	2.0
172	528.6	2.0
173	530.6	2.0
174	532.6	2.0
175	534.5	2.0
176	536.6	2.0
177	538.5	2.0
178	540.5	1.9
179	542.4	1.9
180	544.4	1.9
181	546.2	1.9
182	548.2	1.9
183	550.0	1.9
184	552.0	1.9
185	553.9	1.9
186	555.8	1.9
187	557.7	1.9
188	559.6	1.9
189	561.4	1.9
190	563.3	1.8
191	565.1	1.9
192	567.0	1.9
193	568.9	1.8
194	570.7	1.8
195	572.5	1.8
196	574.4	1.8
197	576.2	1.8
198	578.0	1.8
199	579.7	1.8
200	581.6	1.8
201	583.4	1.8
202	585.2	1.8
203	586.9	1.8
204	588.7	1.8
205	590.4	1.7
206	592.2	1.7
207	593.9	1.7
208	595.7	1.8
209	597.4	1.7
210	599.2	1.7
211	600.9	1.7
212	602.6	1.7
213	604.3	1.7
214	606.0	1.7
215	607.7	1.7
216	609.4	1.7
217	611.1	1.7
218	612.8	1.7
219	614.4	1.7
220	616.1	1.7
221	617.7	1.6
222	619.4	1.6
223	621.0	1.6
224	622.7	1.7
225	624.3	1.6
226	625.9	1.6
227	627.6	1.6
228	629.2	1.6
229	630.8	1.6
230	632.4	1.6
231	633.9	1.6
232	635.5	1.6
233	637.1	1.6
234	638.7	1.6
235	640.3	1.6
236	641.9	1.6
237	643.4	1.6
238	645.0	1.5
239	646.5	1.5
240	648.0	1.5
241	649.6	1.5
242	651.1	1.5
243	652.6	1.5
244	654.2	1.5
245	655.7	1.5
246	657.2	1.5
247	658.7	1.5
248	660.1	1.5
249	661.6	1.5
250	663.1	1.5
251	664.6	1.5
252	666.1	1.5
253	667.5	1.5
254	669.0	1.4
255	670.4	1.4
256	671.9	1.4
257	673.3	1.5
258	674.8	1.4
259	676.2	1.4
260	677.7	1.4
261	679.1	1.4
262	680.5	1.4
263	681.8	1.4
264	683.2	1.4
265	684.6	1.4
266	686.1	1.4
267	687.4	1.4
268	688.8	1.4
269	690.2	1.4
270	691.6	1.4
271	692.9	1.3
272	694.2	1.4
273	695.6	1.4
274	697.0	1.4
275	698.3	1.3
276	699.7	1.3
277	701.0	1.3
278	702.3	1.3
279	703.6	1.3
280	704.9	1.3
281	706.2	1.3
282	707.5	1.3
283	708.8	1.3
284	710.1	1.3
285	711.4	1.3
286	712.7	1.3
287	713.9	1.2
288	715.1	1.3
289	716.4	1.3
290	717.7	1.3
291	718.9	1.3
292	720.2	1.2
293	721.4	1.2
294	722.7	1.2
295	723.9	1.2
296	725.1	1.2
297	726.3	1.2
298	727.5	1.2
299	728.7	1.2
300	730.0	1.2
301	731.1	1.2
302	732.3	1.2
303	733.5	1.1
304	734.6	1.2
305	735.8	1.2
306	737.0	1.2
307	738.2	1.2
308	739.3	1.2
309	740.5	1.1
310	741.6	1.1
311	742.7	1.1
312	743.8	1.1
313	745.0	1.1
314	746.1	1.1
315	747.2	1.1
316	748.4	1.1
317	749.4	1.1
318	750.6	1.1
319	751.6	1.0
320	752.7	1.1
321	753.8	1.1
322	754.9	1.1
323	755.9	1.1
324	757.0	1.1
325	758.1	1.1
326	759.2	1.0
327	760.2	1.0
