716	4.2306		0.00476		0.08571
724	4.3333		-0.11905	-0.29524	
732	4.1492		0.03333		0.02222
733	3.9851		0.16418		0.36119	
740	4.0286		-0.09523	-0.42857
747	4.0000		-0.02698	-0.41587
757	3.8444		-0.05238	-0.17460
766	3.7111		-0.05556	-0.47937
767	3.8806		0.07463		-0.16418
775	3.5778		-0.11111	-0.33333
783	3.5714		-0.10317	-0.55555
788	3.4889		-0.17937	-0.54286
800	3.1343		-0.22388	-0.39701
833	2.5821		-0.17612	-0.41493
867	2.1343		-0.16418	-0.22388
900	1.5075		-0.28358	-0.33134
933	1.0149		-0.27164	-0.23582
967	0.7313		-0.22388	-0.13433
1000	0.5970		-0.17015	-0.14627
1033	0.4478		-0.02687	-0.10448
1067	0.5223		0.11642		-0.07463
1100	0.5373		0.18806		-0.04478
